"Aruba","ABW","Out-of-pocket health expenditure (% of private expenditure on health)","SH.XPD.OOPC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Fragile and conflict affected situations","FCS","Out-of-pocket health expenditure (% of private expenditure on health)","SH.XPD.OOPC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","89.1613456281331","89.3985987515745","89.7553715669665","89.2665565329468","88.9174969192851","83.8927658307484","87.8826632694606","87.6866561100796","88.2433703379199","89.1283426696366","89.4807894055652","88.6772992807457","89.9673033384947","90.6457231421801","88.8564574373094","87.1866502031392","88.452976879344","89.4740365225229","88.8792595204669","","",
"Finland","FIN","Out-of-pocket health expenditure (% of private expenditure on health)","SH.XPD.OOPC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","79.99335676","79.84692304","79.41849961","78.52825954","78.37768938","77.65286898","77.72858329","77.22265928","76.75820885","76.78273559","76.6249999","75.82662278","75.45898305","74.88303965","74.88776814","75.94813449","75.27278022","74.67918583","74.99443826","","",
"Fiji","FJI","Out-of-pocket health expenditure (% of private expenditure on health)","SH.XPD.OOPC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","63.48676505","63.48676505","63.48676505","63.48676505","63.48676505","63.48676505","63.48676505","63.48676505","63.48676505","63.48676505","63.48676505","63.17164788","60.81938834","63.38223632","72.47233984","65.82095438","64.71947083","64.07617435","64.07617435","","",
"France","FRA","Out-of-pocket health expenditure (% of private expenditure on health)","SH.XPD.OOPC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37.42874065","35.83025047","35.32716867","34.73802388","34.85833488","34.4395534","34.78577016","34.27675955","32.1971344","31.50885071","32.14617263","33.15559789","32.8581131","33.55302969","33.3834082","33.13840521","33.03932096","32.93913441","32.93913441","","",
"Faeroe Islands","FRO","Out-of-pocket health expenditure (% of private expenditure on health)","SH.XPD.OOPC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Out-of-pocket health expenditure (% of private expenditure on health)","SH.XPD.OOPC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","96.5034965","96.89165187","94.05850091","97.5414874","97.5414874","97.5414874","97.5414874","97.5414874","97.5414874","","",
"Gabon","GAB","Out-of-pocket health expenditure (% of private expenditure on health)","SH.XPD.OOPC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","85.22619234","85.22619234","85.22619234","85.22619234","85.22619234","85.22619234","85.22619234","85.22619234","85.22619234","85.22619234","85.22619234","85.22619234","85.22619234","85.22619234","85.22619234","85.22619234","85.22619234","85.22619234","85.22619234","","",
"United Kingdom","GBR","Out-of-pocket health expenditure (% of private expenditure on health)","SH.XPD.OOPC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","67.58629222","64.4422529","55.24840474","55.40667942","55.36195042","53.28198705","53.20377831","53.42177252","53.49127772","53.89070668","51.32246982","54.24100458","51.54077528","48.10064705","51.90829506","54.72179117","56.4388584","56.37838252","56.44375428","","",
"Georgia","GEO","Out-of-pocket health expenditure (% of private expenditure on health)","SH.XPD.OOPC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","99.93243426","99.88838455","99.82885387","99.42528736","87.87878788","84.7985348","90.46849758","91.40444952","95.04764703","91.54109126","86.07224058","80.08607702","85.61609004","89.50310559","79.2513369","78.85828181","78.88935753","","",
"Ghana","GHA","Out-of-pocket health expenditure (% of private expenditure on health)","SH.XPD.OOPC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","64.23473352","63.88953136","64.78785107","63.40583785","63.15159623","63.55742346","63.92174423","64.24470131","64.61858488","64.96516933","64.88625386","65.52835708","65.80693348","66.16373656","65.31444491","65.36451193","63.00943705","91.85741054","91.85741054","","",
"Guinea","GIN","Out-of-pocket health expenditure (% of private expenditure on health)","SH.XPD.OOPC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","87.93691485","87.95960183","87.9446609","87.95249955","87.94476355","87.94397343","87.94135056","87.9289728","87.89742188","87.91284461","87.91386997","87.92369306","87.95262918","87.93073007","87.93853309","87.94165738","87.95995093","87.95909131","87.97871165","","",
"Gambia, The","GMB","Out-of-pocket health expenditure (% of private expenditure on health)","SH.XPD.OOPC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53.64386756","53.79177566","53.62842338","53.72077943","53.70272719","53.74179875","53.60381671","53.72042303","51.17990829","48.22912593","49.27079423","50.06493056","50.6903966","51.19577049","51.61260993","51.96230619","52.25987291","52.51615803","52.68898498","","",
"Guinea-Bissau","GNB","Out-of-pocket health expenditure (% of private expenditure on health)","SH.XPD.OOPC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","58.6784427","58.70556062","55.25990948","58.80263825","53.45234086","54.74815333","56.09493899","56.0240532","55.0474038","54.95480797","56.82211166","58.47889308","57.64662389","58.75864098","58.69989778","58.2048123","54.66326913","56.95467695","54.35772611","","",
"Equatorial Guinea","GNQ","Out-of-pocket health expenditure (% of private expenditure on health)","SH.XPD.OOPC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","87.25456372","90.26311265","85.78870333","80.13360277","74.08039795","87.70507792","84.21655001","89.64335117","85.85703229","81.64689495","82.71223737","79.69440735","87.74803952","86.56334553","84.91304595","84.44607955","86.39893145","","",
"Greece","GRC","Out-of-pocket health expenditure (% of private expenditure on health)","SH.XPD.OOPC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90.58923681","89.68655141","89.61106968","89.15360886","88.56635071","85.9338612","82.56572445","83.36117608","85.17681253","86.15759051","87.31182796","86.57257542","87.15600459","94.5279216","88.55128986","86.81706174","87.30542622","86.55338058","86.55338058","","",
"Grenada","GRD","Out-of-pocket health expenditure (% of private expenditure on health)","SH.XPD.OOPC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","96.72662044","96.97983225","97.37795185","97.66423358","97.77052745","97.70299581","97.66023029","97.70713966","95.84508166","","",
"Greenland","GRL","Out-of-pocket health expenditure (% of private expenditure on health)","SH.XPD.OOPC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Out-of-pocket health expenditure (% of private expenditure on health)","SH.XPD.OOPC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","92.41682486","92.35640778","92.25236494","92.41732546","84.95845955","89.4145358","86.84209815","86.03926883","86.18101849","85.49503576","85.80127458","86.5743281","85.41419911","85.32021088","85.04879062","85.0365521","84.61720723","83.88662593","83.32400349","","",
"Guam","GUM","Out-of-pocket health expenditure (% of private expenditure on health)","SH.XPD.OOPC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Out-of-pocket health expenditure (% of private expenditure on health)","SH.XPD.OOPC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","87.51051809","87.94263046","87.07834796","87.31200279","86.07734351","86.07734351","86.07734351","86.07734351","90.60739916","90.60739916","90.60739916","90.60739916","90.60739916","90.60739916","92.34206344","92.34206344","92.3420695","92.3426897","92.5388635","","",
"High income","HIC","Out-of-pocket health expenditure (% of private expenditure on health)","SH.XPD.OOPC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41.1969754541373","40.4113809181585","39.9841704084111","39.5779755727208","39.1929973538914","38.3960836636052","37.1348841215735","36.1473307373204","36.8342628602434","37.428918343683","37.2680447769319","37.5090297296684","37.8253906038333","38.8193619643227","38.0790533834242","38.2714849708707","38.7760639674738","38.3064761437662","37.9618126969841","","",
"Hong Kong SAR, China","HKG","Out-of-pocket health expenditure (% of private expenditure on health)","SH.XPD.OOPC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Honduras","HND","Out-of-pocket health expenditure (% of private expenditure on health)","SH.XPD.OOPC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","89.53400198","89.54563257","89.61301981","85.50459223","88.14923281","94.96029164","95.52379338","95.88444343","93.49010047","93.20238135","94.15073586","94.62415911","94.62858983","94.60395596","94.25466364","94.25466364","92.5440325","91.47209706","88.70938934","","",
"Heavily indebted poor countries (HIPC)","HPC","Out-of-pocket health expenditure (% of private expenditure on health)","SH.XPD.OOPC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","81.7009528452346","82.1330016020687","81.6901135575996","81.415564100993","80.8736131536901","75.5212782976814","79.486987744041","80.4589189880961","79.7275616990903","79.7015955503829","78.2441134183256","77.2655289708172","79.9573225545598","80.7477177675322","78.5798146768954","77.5353815793211","77.828394191793","78.9314738284479","78.1618146264652","","",
"Croatia","HRV","Out-of-pocket health expenditure (% of private expenditure on health)","SH.XPD.OOPC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","86.04869408","93.38176142","95.92305963","95.92305963","95.92305963","95.92305963","95.92305963","95.92305963","95.92305963","95.92305963","60.94505788","62.37728431","62.36000612","","",
"Haiti","HTI","Out-of-pocket health expenditure (% of private expenditure on health)","SH.XPD.OOPC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","77.04402516","83.28855454","86.24938393","73.54709419","72.83680175","69.70856638","71.77328844","71.15132442","74.26717386","75.93955061","73.08286155","54.51786131","54.47800267","58.33742572","54.47800267","3.82245264","3.79247496","31.70177427","32.09599365","","",
"Hungary","HUN","Out-of-pocket health expenditure (% of private expenditure on health)","SH.XPD.OOPC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","88.44254057","89.96133826","89.77413687","89.26709363","88.22078442","88.18912907","81.9342336","83.40192423","80.1229287","77.55704725","77.97930736","73.86471284","74.61276292","74.90928791","75.4782422","75.4782422","","",
"Indonesia","IDN","Out-of-pocket health expenditure (% of private expenditure on health)","SH.XPD.OOPC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","72.43678267","72.48055418","72.57665926","73.09543712","73.27277201","72.89589596","73.51703201","72.1687287","74.1094842","73.87991441","76.70331783","76.31673444","77.16472074","76.47171861","76.66561592","75.76148623","76.34860209","75.08745387","75.08745387","","",
"Isle of Man","IMN","Out-of-pocket health expenditure (% of private expenditure on health)","SH.XPD.OOPC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Out-of-pocket health expenditure (% of private expenditure on health)","SH.XPD.OOPC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","91.35923557","91.02809753","91.9231994","91.84173724","91.01694597","91.80860165","92.41024699","91.92023259","91.61078604","90.50939","90.26943366","89.06816915","87.74953862","87.06787766","87.03964394","85.54826826","87.12400999","87.20896894","85.87863632","","",
"Not classified","INX","Out-of-pocket health expenditure (% of private expenditure on health)","SH.XPD.OOPC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Out-of-pocket health expenditure (% of private expenditure on health)","SH.XPD.OOPC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","55.82515756","54.55791249","60.93494978","56.8820729","60.63242303","60.76309874","58.58737587","58.15116285","65.58475232","63.25596843","66.76254799","65.18856493","60.98260585","62.24604938","58.78570919","60.03798095","54.900203","52.08705476","52.08705476","","",
"Iran, Islamic Rep.","IRN","Out-of-pocket health expenditure (% of private expenditure on health)","SH.XPD.OOPC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","97.01437622","97.22426453","96.52303136","96.93062452","96.21681565","96.23380271","95.38240254","95.53599886","94.85720318","95.77003248","95.34826138","96.56484184","96.56736021","88.07852696","88.000974","88.00090059","88.00124486","88.01034682","88.01034682","","",
"Iraq","IRQ","Out-of-pocket health expenditure (% of private expenditure on health)","SH.XPD.OOPC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","","",
"Iceland","ISL","Out-of-pocket health expenditure (% of private expenditure on health)","SH.XPD.OOPC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100.00835352","100.00750131","100","100","100","100","100","100","92.60091224","92.80504383","92.53653097","92.02893684","91.73428859","91.70621215","92.25145157","92.92095214","92.93180059","92.71001174","92.59918536","","",
"Israel","ISR","Out-of-pocket health expenditure (% of private expenditure on health)","SH.XPD.OOPC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","78.89514388","77.11358609","77.48563325","78.18641702","74.32706485","75.66568618","76.48801936","73.0187425","72.10162961","71.02509738","71.84427991","67.25285171","67.59201943","64.71282098","64.21472043","63.14082575","66.25425653","64.49008788","64.46946538","","",
"Italy","ITA","Out-of-pocket health expenditure (% of private expenditure on health)","SH.XPD.OOPC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90.91008652","90.32127087","90.69023886","90.86316714","90.71764203","89.61519487","87.26453726","86.9277741","87.26931618","88.63433502","86.15984405","85.3674609","86.63905614","87.65298166","83.72416534","83.0659305","82.27920057","82.79790525","81.97136988","","",
"Jamaica","JAM","Out-of-pocket health expenditure (% of private expenditure on health)","SH.XPD.OOPC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","61.92278577","60.57798368","69.38303713","66.5921288","69.47106409","65.00783227","69.45204344","61.81033597","64.7274505","63.64057434","63.64135282","63.73039706","70.95299315","70.9534802","70.89980505","70.95352379","70.9972865","59.48921412","58.41427581","","",
"Jordan","JOR","Out-of-pocket health expenditure (% of private expenditure on health)","SH.XPD.OOPC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","64.26272684","66.86006298","68.5464595","69.13080814","72.42174437","74.94147512","74.31470553","78.24640553","81.49835067","84.05820212","86.27323278","88.49931478","89.40434816","83.58359335","75.84854749","76.63356366","76.9923024","69.14962884","69.10240765","","",
"Japan","JPN","Out-of-pocket health expenditure (% of private expenditure on health)","SH.XPD.OOPC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","78.85276918","79.70971513","80.80766264","80.06493244","79.77732978","80.10354629","81.42721098","82.99757957","83.79559263","84.40043077","83.59433841","82.67333667","82.18197845","80.92813643","81.03967643","80.62057698","80.19424169","80.19424169","80.19424169","","",
"Kazakhstan","KAZ","Out-of-pocket health expenditure (% of private expenditure on health)","SH.XPD.OOPC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98.5741049","98.52860095","98.59957913","98.64602253","98.8671837","98.88177943","98.4975118","98.65140385","98.65381355","98.64238727","98.56859632","98.46386275","98.44560659","98.44554901","98.53017737","98.85571343","98.79612707","98.86062472","98.90105003","","",
"Kenya","KEN","Out-of-pocket health expenditure (% of private expenditure on health)","SH.XPD.OOPC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","78.31406978","79.08545353","79.19959767","80.37634439","80.42702627","80.40423552","80.47316331","78.2731671","79.10077657","78.24731504","77.36944221","73.4940268","76.55706266","76.54554186","76.64082376","76.61755694","76.61584076","76.65187492","76.62353331","","",
"Kyrgyz Republic","KGZ","Out-of-pocket health expenditure (% of private expenditure on health)","SH.XPD.OOPC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","92.57647254","93.16159538","92.77996407","96.46111732","89.09427487","89.29200423","90.57274649","91.04935778","92.95465799","94.33058655","94.71873009","93.76270842","92.70266852","87.18294164","88.45839663","87.33267794","85.99646221","88.46254656","88.76130697","","",
"Cambodia","KHM","Out-of-pocket health expenditure (% of private expenditure on health)","SH.XPD.OOPC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.29971035","99.20131218","99.29516648","99.22633768","99.33272081","99.35731513","99.38821252","99.3388897","99.2875879","99.23558698","99.26278136","99.08584458","98.81524739","75.88503401","75.94800753","79.51692151","80.27600659","75.04068078","75.14357793","","",
"Kiribati","KIR","Out-of-pocket health expenditure (% of private expenditure on health)","SH.XPD.OOPC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.51265971","2.51265971","2.51265971","2.51265971","2.51265971","2.51265971","2.51265971","2.51265971","2.51265971","2.51265971","2.51265971","0.85331786","0.55242277","0.61402332","0.64369161","0.53701912","0.53701912","0.53701912","0.53701912","","",
"St. Kitts and Nevis","KNA","Out-of-pocket health expenditure (% of private expenditure on health)","SH.XPD.OOPC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","94.89051095","93.95973154","94.93670886","94.93670886","94.73684211","94.2408377","94.73684211","94.05940594","94.52736318","95.02262443","94.87179487","94.55782313","94.33427762","93.02325581","92.56011335","90.98778881","88.7999319","88.7999319","88.54717926","","",
"Korea, Rep.","KOR","Out-of-pocket health expenditure (% of private expenditure on health)","SH.XPD.OOPC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","85.01755006","84.77971338","83.3919642","81.44066422","82.48885047","80.5584022","80.1460109","80.39580625","80.04921218","80.72577535","80.43507881","80.39905584","79.4360825","78.79981083","78.88742054","78.5390096","79.7419114","78.78650766","78.59211946","","",
"Kosovo","KSV","Out-of-pocket health expenditure (% of private expenditure on health)","SH.XPD.OOPC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Kuwait","KWT","Out-of-pocket health expenditure (% of private expenditure on health)","SH.XPD.OOPC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","93.79794353","93.79794353","93.79794353","93.79794353","93.03611239","93.03611239","93.03611239","93.03611239","90.38050377","90.38050377","90.38050377","90.38050377","90.38050377","90.38050377","90.38050377","90.38050377","90.38050377","90.38050377","90.38050377","","",
"Latin America & Caribbean (developing only)","LAC","Out-of-pocket health expenditure (% of private expenditure on health)","SH.XPD.OOPC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","76.4767961575984","76.4493231260313","76.0186537381483","75.9203976530308","78.0803169965579","76.2748226275439","78.0688506187014","79.5899346235231","79.169422459938","79.1105214892064","75.7688364521446","74.1671916091779","71.2131448646758","69.0288205262775","68.4673445143274","67.8043710003655","66.9945228842857","67.5666559550461","67.9987126002194","","",
"Lao PDR","LAO","Out-of-pocket health expenditure (% of private expenditure on health)","SH.XPD.OOPC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","88.96809233","91.02434359","90.53559905","90.53559905","91.80942184","91.80942184","67.40998225","69.15619319","74.98898947","74.95362634","75.28392032","75.28392032","75.28392032","55.19192362","59.44125347","78.24653292","83.56979264","83.58529293","78.80109426","","",
"Lebanon","LBN","Out-of-pocket health expenditure (% of private expenditure on health)","SH.XPD.OOPC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","81.68712803","81.70764717","81.30834748","82.26194001","81.48663645","80.66096205","79.70122732","78.5250857","77.29761386","75.94681999","77.15525871","75.23889721","73.48367414","71.92122345","71.65837702","71.65837702","73.55859709","69.50907463","69.50907463","","",
"Liberia","LBR","Out-of-pocket health expenditure (% of private expenditure on health)","SH.XPD.OOPC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50.34190363","50.34190363","50.34190363","50.61221228","50.21250753","46.06023302","51.63736934","51.69472858","52.50762806","52.08943098","52.23880597","28.52546666","32.94782306","37.06312289","40.60326912","40.60326912","","",
"Libya","LBY","Out-of-pocket health expenditure (% of private expenditure on health)","SH.XPD.OOPC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","","",
"St. Lucia","LCA","Out-of-pocket health expenditure (% of private expenditure on health)","SH.XPD.OOPC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","96.95121437","97.2899434","97.40654206","97.61434789","97.98414268","98.13713231","98.20164867","98.2741595","98.26148965","98.56752586","98.62572073","98.28651015","98.32481926","98.43322356","98.63479575","98.63479575","98.63479575","98.69895967","94.8824482","","",
"Latin America & Caribbean (all income levels)","LCN","Out-of-pocket health expenditure (% of private expenditure on health)","SH.XPD.OOPC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","73.6238237646488","74.1013963691018","73.0649545516756","72.8555573217163","74.5353842567487","73.5539344993209","75.3374559477481","77.9844623583867","77.4445348810882","77.3094151694184","74.7435111677486","73.5229951206815","71.0200622494809","69.371996973776","69.0155770991739","68.5016534088175","67.5752844774803","68.4513648589723","68.5639230774021","","",
"Least developed countries: UN classification","LDC","Out-of-pocket health expenditure (% of private expenditure on health)","SH.XPD.OOPC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","86.582862559059","86.026619895897","84.7839101531577","84.4895185590511","83.9650547145356","78.6391627646732","83.2228263288591","83.5541815605266","83.5519752747349","82.7074642154359","80.6718985306572","78.4769016159686","82.1632814006246","81.401382463485","80.5363645012459","80.0677668664928","79.8849831362663","80.0633657847414","79.4733206192981","","",
"Low income","LIC","Out-of-pocket health expenditure (% of private expenditure on health)","SH.XPD.OOPC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80.8925472154765","81.984929495347","81.2167765866075","80.2067522052363","79.4362177503014","71.5419430259747","77.6114732394927","78.9850629093371","78.9855140305281","77.0751120908592","75.6089518831962","72.9810831787503","73.8851865228553","73.8781334141382","70.6426242869457","70.2056678658999","70.3344631355678","70.5834104782459","69.5347074151171","","",
"Liechtenstein","LIE","Out-of-pocket health expenditure (% of private expenditure on health)","SH.XPD.OOPC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","Out-of-pocket health expenditure (% of private expenditure on health)","SH.XPD.OOPC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","85.8608239","87.6056338","85.894672","85.8878955","84.50564035","80.82869511","82.31214675","81.07860807","81.3954049","82.71480478","82.52987607","82.23077915","81.09385843","81.0807851","80.80657712","81.89727224","82.98635402","82.98635402","82.98635402","","",
"Lower middle income","LMC","Out-of-pocket health expenditure (% of private expenditure on health)","SH.XPD.OOPC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","89.4757544693096","89.5517430065723","90.3005279853193","90.5395179477326","88.9255874548453","89.4630017028694","89.6919455816484","88.9934878187184","89.2028593394862","88.7905764685846","88.9362148875136","88.2986096176986","88.1967982397056","87.8106383711063","87.8160844879235","86.8246943687526","87.2830146299675","87.2169973895679","86.9760567917286","","",
"Low & middle income","LMY","Out-of-pocket health expenditure (% of private expenditure on health)","SH.XPD.OOPC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","79.9587755271164","80.5149763920056","80.9598184983344","81.9261762426372","82.2012662075643","82.5977904264577","83.5160912532952","82.8845416320592","81.4287166077632","80.9029613517183","79.8244661798273","78.7240671825382","77.7258420059036","76.6329906589249","76.1758328200508","74.9596180843808","75.474144170603","75.6805272748038","75.6587401419701","","",
"Lesotho","LSO","Out-of-pocket health expenditure (% of private expenditure on health)","SH.XPD.OOPC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80.64253862","79.73373121","77.10711887","71.57054716","71.3489293","71.12158648","71.875","69.01408451","69.01408451","69.01408451","69.01408451","69.01408451","69.01408451","69.01408451","69.01408451","69.01408451","69.01408451","69.01408451","69.01408451","","",
"Lithuania","LTU","Out-of-pocket health expenditure (% of private expenditure on health)","SH.XPD.OOPC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","86.63101604","88.4894578","88.98920135","95.74468085","99.56076135","86.22222222","97.01314217","98.17559524","96.56899349","98.44263306","98.54631895","98.36385996","98.32959062","97.96565345","97.39932495","97.80202945","97.74226753","97.61941349","97.62245723","","",
"Luxembourg","LUX","Out-of-pocket health expenditure (% of private expenditure on health)","SH.XPD.OOPC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","81.87392129","100.03113286","99.1743921","100","72.10481898","79.04613878","79.12978962","81.73810212","77.48637631","76.64847426","76.90043929","77.64406427","65.15693176","79.37211014","69.32173121","67.71249751","71.74392936","66.33262792","66.15881131","","",
"Latvia","LVA","Out-of-pocket health expenditure (% of private expenditure on health)","SH.XPD.OOPC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","98.23182711","97.93046937","97.21799417","97.19789842","96.77619151","95.28285488","94.36984825","96.79547495","93.67516176","94.77994174","90.36833247","88.91730294","89.21621248","87.17560284","93.53636582","94.09502935","95.69652008","95.70704011","","",
"Macao SAR, China","MAC","Out-of-pocket health expenditure (% of private expenditure on health)","SH.XPD.OOPC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Martin (French part)","MAF","Out-of-pocket health expenditure (% of private expenditure on health)","SH.XPD.OOPC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Out-of-pocket health expenditure (% of private expenditure on health)","SH.XPD.OOPC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","77.80583321","77.46721989","77.13044072","76.78914253","76.68453341","76.5760752","76.40598224","81.74042958","81.6607112","81.37548405","83.48312636","86.25","87.39342598","87.23671894","87.78823978","88.33552092","88.33552092","88.33552092","88.33552092","","",
"Monaco","MCO","Out-of-pocket health expenditure (% of private expenditure on health)","SH.XPD.OOPC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","67.02685189","67.13915639","64.79969284","58.70201082","56.21951442","54.26403988","55.54031458","54.61037951","58.9053672","58.58812732","59.28940824","58.23797526","55.34237905","56.9737707","60.51025148","61.07613522","60.07614214","60.65706122","59.14769409","","",
"Moldova","MDA","Out-of-pocket health expenditure (% of private expenditure on health)","SH.XPD.OOPC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","76.50658124","79.13934915","78.88343128","83.08842749","86.17276066","83.33850093","95.14296079","89.18963032","84.831339","79.57877203","82.12289605","82.92685588","83.32425515","85.41233254","84.81563806","82.79120879","82.82378436","82.83969396","82.56063712","","",
"Madagascar","MDG","Out-of-pocket health expenditure (% of private expenditure on health)","SH.XPD.OOPC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","76.80287723","76.76127886","76.82071691","76.65022357","76.56852634","76.56911439","76.24867586","76.65987186","76.66319769","78.09754421","80.17274826","80.07779405","80.04087508","79.74841702","80.11615387","86.00926841","82.06635232","80.46239756","80.26783171","","",
